ID;ParentID;Tipo;Secuencia;Descripción;Cliente;Vehículo;RefInterno;versión;Imagen;Consumo;Unidad;Sourcing;Código
3856;;Pieza Final;1;;;;;;;;;;FUN-2GJ-868-ZKZ
3857;3856;Insumo;1; CORTE INSERTOS ZKZ                      ;;;;;;1; UN   ;; COR-2GJ-868-ZKZ
3858;3856;Insumo;2; HILO  KRISTALGRAU 30/3                  ;;;;;;0.00034; KG   ;; FX284-11230E   
3859;3856;Insumo;3; HILO KRISTALGRAU 15/3                   ;;;;;;0.000161; KG   ;; FX663TK-11230E 
3860;;Pieza Final;1;;;;;;;;;;FUN-2GJ-868-ZLM
3861;3860;Insumo;1; CORTE INSERTOS ZLM                      ;;;;;;1; UN   ;; COR-2GJ-868-ZLM
3862;3860;Insumo;2; HILO KRISTALGRAU 15/3                   ;;;;;;0.000161; KG   ;; FX663TK-11230E 
3863;;Pieza Final;1;;;;;;;;;;FUN-2GJ-900A-IC
3864;3863;Insumo;1; HILO NEGRO 20/3 VW                      ;;;;;;0.67; MTS  ;; 583529.X-9224  
3865;3863;Insumo;2; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;5.09; MTS  ;; 583650.X-9224  
3866;3863;Insumo;3; CORTE 2GJ885900A-ICE APC TRASERO CENTRAL;;;;;;1; UN   ;; COR-2GJ-900A-IC
3867;3863;Insumo;4; PERFIL J CIERRE D8155 155 MM            ;;;;;;1; UN   ;; D8155 J 155    
3868;3863;Insumo;5; PERFIL FLECHA CIERRE APC TAOS 155 MM    ;;;;;;1; UN   ;; D8156 F 155    
3869;;Pieza Final;1;;;;;;;;;;FUN-2GJ-901A-I 
3870;3869;Insumo;1; HILO NEGRO 20/3 VW                      ;;;;;;1.566; MTS  ;; 583529.X-9224  
3871;3869;Insumo;2; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;7.6; MTS  ;; 583650.X-9224  
3872;3869;Insumo;3; CORTE 2GJ881901A ICE APC DEL TAOS       ;;;;;;1; UN   ;; COR-2GJ-901A-I 
3873;3869;Insumo;4; PERFIL MEDIA FLECHA CIERRE APC TAOS 180 ;;;;;;1; UN   ;; D4688 1/2 F 180
3874;3869;Insumo;5; PERFIL J CIERRE D8155 145 MM            ;;;;;;1; UN   ;; D8155 J 145    
3875;3869;Insumo;6; PERFIL J CIERRE D8155 20 MM             ;;;;;;2; UN   ;; D8155 J 20     
3876;;Pieza Final;1;;;;;;;;;;FUN-2GJ-901A-IC
3877;3876;Insumo;1; HILO NEGRO 20/3 VW                      ;;;;;;1.45; MTS  ;; 583529.X-9224  
3878;3876;Insumo;2; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;7.2; MTS  ;; 583650.X-9224  
3879;3876;Insumo;3; CORTE 2GJ885901A-ICE APC TRASERO LATERAL;;;;;;1; UN   ;; COR-2GJ-901A-IC
3880;3876;Insumo;4; PERFIL J CIERRE D8155 130 MM            ;;;;;;1; UN   ;; D8155 J 130    
3881;3876;Insumo;5; PERFIL J CIERRE D8155 15 MM             ;;;;;;2; UN   ;; D8155 J 15     
3882;3876;Insumo;6; PERFIL J CIERRE D8155 155 MM            ;;;;;;1; UN   ;; D8155 J 155    
3883;;Pieza Final;1;;;;;;;;;;FUN-2H6-761B-CS
3884;3883;Insumo;1; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;4.98; MTS  ;; 583650.X-9224  
3885;3883;Insumo;2; Hilo Ceramique Calora 15/3              ;;;;;;3.1; MTS  ;; 586471.X-9499  
3886;3883;Insumo;3; CORTE 2H6761B CENTRAL AMAROK            ;;;;;;1; UN   ;; COR-2H6-761B   
3887;;Pieza Final;1;;;;;;;;;;FUN-2H6-761B-IC
3888;3887;Insumo;1; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;2.46; MTS  ;; 583650.X-9224  
3889;3887;Insumo;2; Hilo Titan/ Satinschwarz Calora 15/3    ;;;;;;4.92; MTS  ;; 586471.X-9224  
3890;3887;Insumo;3; CORTE 2H6761B CENTRAL AMAROK            ;;;;;;1; UN   ;; COR-2H6-761B   
3891;;Pieza Final;1;;VWA;;;;;;;;FUN-2H6-761B-IY
3892;3891;Insumo;1; HILO SATINSCHWARTZ CALORA 30/3          ;VWA;;;;;9.1; MTS  ;; 583650.X-9224  
3893;3891;Insumo;2; CINTA POLIESTER                         ;VWA;;;;;1; MTS  ;; CINTA 20MM-80G 
3894;3891;Insumo;3; CORTE 2H6863761B IYO APB CENTRAL AMAROK ;VWA;;;;;1; UN   ;; COR-2H6-761B-IY
3895;3891;Insumo;4; HILO JET BLACK 15/3 19-0303             ;VWA;;;;;0.000946; KG   ;; FX663TK-E0PTO  
3896;;Pieza Final;1;;VWA;;;;;;;;FUN-2H6-761B-OI
3897;3896;Insumo;1; HILO SATINSCHWARTZ CALORA 30/3          ;VWA;;;;;9.1; MTS  ;; 583650.X-9224  
3898;3896;Insumo;2; CINTA POLIESTER                         ;VWA;;;;;1; MTS  ;; CINTA 20MM-80G 
3899;3896;Insumo;3; CORTE 2H6863761B OIO APB CENTRAL AMAROK ;VWA;;;;;1; UN   ;; COR-2H6-761B-OI
3900;3896;Insumo;4; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;VWA;;;;;0.000946; KG   ;; FX663TK-12088E 
3901;;Pieza Final;1;;VWA;;;;;;;;FUN-2H6-761B-SM
3902;3901;Insumo;1; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;VWA;;;;;9.1; MTS  ;;8301094
3903;3901;Insumo;2; CORTE 2H6863761B SMC APB CENTRAL AMAROK ;VWA;;;;;1; UN   ;; COR-2H6-761B-SM
3904;3901;Insumo;3; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;VWA;;;;;0.000946; KG   ;; FX663TK-12088E 
3905;;Pieza Final;1;;;;;;;;;;FUN-2H7-901BP  
3906;3905;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
3907;3905;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
3908;3905;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
3909;3905;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.0003; KG   ;;8301093
3910;3905;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;7.26; MTS  ;;8301094
3911;3905;Insumo;6; CORTE 2H7885901BPUTV AMAROK LATERAL TEP ;;;;;;1; UN   ;; COR-2H7-901BP  
3912;;Pieza Final;1;;;;;;;;;;FUN-2H7-901BQ  
3913;3912;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
3914;3912;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
3915;3912;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
3916;3912;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.00033; KG   ;;8301093
3917;3912;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;7.7; MTS  ;;8301094
3918;3912;Insumo;6; CORTE 2H7885901BQUTV AMAROK CENTRAL TEP ;;;;;;1; UN   ;; COR-2H7-901BQ  
3919;;Pieza Final;1;;;;;;;;;;FUN-2H7-901BR-U
3920;3919;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
3921;3919;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
3922;3919;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
3923;3919;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.02; KG   ;;8301093
3924;3919;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.02; MTS  ;;8301094
3925;3919;Insumo;6; CORTE 2H7885901BR UTV                   ;;;;;;1; UN   ;; COR-2H7-901BR-U
3926;;Pieza Final;1;;;;;;;;;;FUN-2H7-901BS-U
3927;3926;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
3928;3926;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
3929;3926;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
3930;3926;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.02; KG   ;;8301093
3931;3926;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.02; MTS  ;;8301094
3932;3926;Insumo;6; CORTE 2H7885901BS UTV                   ;;;;;;1; UN   ;; COR-2H7-901BS-U
3933;;Pieza Final;1;;;;;;;;;;FUN-2H7-901L-IC
3934;3933;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
3935;3933;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
3936;3933;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
3937;3933;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.02; KG   ;;8301093
3938;3933;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.02; MTS  ;;8301094
3939;3933;Insumo;6; CORTE 2H7885901L ICE                    ;;;;;;1; UN   ;; COR-2H7-901L-IC
3940;;Pieza Final;1;;;;;;;;;;FUN-2HP 901F   
3941;3940;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
3942;3940;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
3943;3940;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
3944;3940;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.0003; KG   ;;8301093
3945;3940;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.00072; MTS  ;;8301094
3946;3940;Insumo;6; General COR-2HP-901 F                   ;;;;;;1; UN   ;; COR-2HP-901 F  
3947;3940;Insumo;7; ETIQUETA POLIAMIDA 30 X 100 MT          ;;;;;;0.0004; MTS  ;; ETIQ 30100     
3948;;Pieza Final;1;;;;;;;;;;FUN-2HP-901D   
3949;3948;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
3950;3948;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
3951;3948;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
3952;3948;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.0003; KG   ;;8301093
3953;3948;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.00072; MTS  ;;8301094
3954;3948;Insumo;6; CORTE AMAROK 2HP 885 901D CLIP UNI      ;;;;;;1; UN   ;; COR-2HP-901D   
3955;3948;Insumo;7; ETIQUETA POLIAMIDA 30 X 100 MT          ;;;;;;0.0004; MTS  ;; ETIQ 30100     
3956;;Pieza Final;1;;VWA;;;;;;;;FUN-2HP-901D-L1
3957;3956;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;VWA;;;;;2; UN   ;; 1093000X       
3958;3956;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;VWA;;;;;1; UN   ;; 1094904X       
3959;3956;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;VWA;;;;;1; UN   ;; 1109900X       
3960;3956;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;VWA;;;;;0.000275; KG   ;;8301093
3961;3956;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;VWA;;;;;7.26; MTS  ;;8301094
3962;3956;Insumo;6; CORTE 2HP885901D L18 APC LATERAL AMAROK ;VWA;;;;;1; UN   ;; COR-2HP-901D-L1
3963;;Pieza Final;1;;VWA;;;;;;;;FUN-2HP-901F-IC
3964;3963;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;VWA;;;;;2; UN   ;; 1093000X       
3965;3963;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;VWA;;;;;1; UN   ;; 1094904X       
3966;3963;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;VWA;;;;;1; UN   ;; 1109900X       
3967;3963;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;VWA;;;;;0.000275; KG   ;;8301093
3968;3963;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;VWA;;;;;7.26; MTS  ;;8301094
3969;3963;Insumo;6; CORTE 2HP885901F ICE APC LATERAL AMAROK ;VWA;;;;;1; UN   ;; COR-2HP-901F-IC
3970;;Pieza Final;1;;;;;;;;;;FUN-2HP-901G   
3971;3970;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
3972;3970;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
3973;3970;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
3974;3970;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.00033; KG   ;;8301093
3975;3970;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.00076; MTS  ;;8301094
3976;3970;Insumo;6; CORTE 2HP 885 901G AMAROK CENTRAL CLIP U;;;;;;1; UN   ;; COR-2HP-9001G  
3977;3970;Insumo;7; ETIQUETA POLIAMIDA 30 X 100 MT          ;;;;;;0.0004; MTS  ;; ETIQ 30100     
3978;;Pieza Final;1;;;;;;;;;;FUN-2HP-901G-L1
3979;3978;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
3980;3978;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
3981;3978;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
3982;3978;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.000303; KG   ;;8301093
3983;3978;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;7.7; MTS  ;;8301094
3984;3978;Insumo;6; CORTE 2HP885901G L18 APC CENTRAL AMAROK ;;;;;;1; UN   ;; COR-2HP-901G-L1
3985;;Pieza Final;1;;;;;;;;;;FUN-2HP-901J   
3986;3985;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
3987;3985;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
3988;3985;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
3989;3985;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.00033; KG   ;;8301093
3990;3985;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.00076; MTS  ;;8301094
3991;3985;Insumo;6; CORTE 2HP885901J AMAROK CENTRAL TEP BIZO;;;;;;1; UN   ;; COR-2HP-901J   
3992;3985;Insumo;7; ETIQUETA POLIAMIDA 30 X 100 MT          ;;;;;;0.0004; MTS  ;; ETIQ 30100     
3993;;Pieza Final;1;;;;;;;;;;FUN-2HP-901J-IC
3994;3993;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
3995;3993;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
3996;3993;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
3997;3993;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.000303; KG   ;;8301093
3998;3993;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;7.7; MTS  ;;8301094
3999;3993;Insumo;6; CORTE 2HP885901J ICE APC CENTRAL AMAROK ;;;;;;1; UN   ;; COR-2HP-901J-IC
4000;;Pieza Final;1;;;;;;;;;;FUN-2HP-901K-L1
4001;4000;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
4002;4000;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
4003;4000;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
4004;4000;Insumo;4; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.02; MTS  ;;8301094
4005;4000;Insumo;5; CORTE 2HP885901K L18                    ;;;;;;1; UN   ;; COR-2HP-901K-L1
4006;;Pieza Final;1;;;;;;;;;;FUN-2HP-901L-IC
4007;4006;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
4008;4006;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
4009;4006;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
4010;4006;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.02; KG   ;;8301093
4011;4006;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.02; MTS  ;;8301094
4012;4006;Insumo;6; CORTE 2HP885901L ICE                    ;;;;;;1; UN   ;; COR-2HP-901L-IC
4013;;Pieza Final;1;;;;;;;;;;FUN-2HP-901M-L1
4014;4013;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
4015;4013;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
4016;4013;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
4017;4013;Insumo;4; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.02; MTS  ;;8301094
4018;4013;Insumo;5; CORTE 2HP885901M L18                    ;;;;;;1; UN   ;; COR-2HP-901M-L1
4019;;Pieza Final;1;;;;;;;;;;FUN-2HP-901N-IC
4020;4019;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
4021;4019;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
4022;4019;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
4023;4019;Insumo;4; Hilo Schwarz 9224 150Tex=20/3Nm (RPU)   ;;;;;;0.02; KG   ;;8301093
4024;4019;Insumo;5; Hilo Schwarz 9224 100Tex=30/3Nm (RPU)   ;;;;;;0.02; MTS  ;;8301094
4025;4019;Insumo;6; CORTE 2HP885901N ICE                    ;;;;;;1; UN   ;; COR-2HP-901N-IC
4026;;Pieza Final;1;;;;;;;;;;FUN-2HT-115-DEC
4027;4026;Insumo;1; CORTE 2HT857115 DEC IP DECORATIVE TRIM W;;;;;;1; UN   ;; COR-2HT-115-DEC
4028;4026;Insumo;2; HILO FLINT GRAY 30/3 16-5803            ;;;;;;0.000109; KG   ;; FX284-12088E   
4029;4026;Insumo;3; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;;;;;;6.2e-05; KG   ;; FX663TK-12088E 
4030;;Pieza Final;1;;;;;;;;;;FUN-2HT-115-HOA
4031;4030;Insumo;1; CORTE 2HT857115 HOA IP DECORATIVE TRIM W;;;;;;1; UN   ;; COR-2HT-115-HOA
4032;4030;Insumo;2; HILO FLINT GRAY 30/3 16-5803            ;;;;;;0.000109; KG   ;; FX284-12088E   
4033;4030;Insumo;3; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;;;;;;6.2e-05; KG   ;; FX663TK-12088E 
4034;;Pieza Final;1;;;;;;;;;;FUN-2HT-115-YZM
4035;4034;Insumo;1; CORTE 2HT857115 YZM IP DECORATIVE TRIM W;;;;;;1; UN   ;; COR-2HT-115-YZM
4036;4034;Insumo;2; HILO FLINT GRAY 30/3 16-5803            ;;;;;;0.000109; KG   ;; FX284-12088E   
4037;4034;Insumo;3; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;;;;;;6.2e-05; KG   ;; FX663TK-12088E 
4038;;Pieza Final;1;;;;;;;;;;FUN-2HT-116-DEC
4039;4038;Insumo;1; CORTE 2HT857116 DEC IP DECORATIVE TRIM W;;;;;;1; UN   ;; COR-2HT-116-DEC
4040;4038;Insumo;2; HILO FLINT GRAY 30/3 16-5803            ;;;;;;0.000332; KG   ;; FX284-12088E   
4041;4038;Insumo;3; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;;;;;;0.00018; KG   ;; FX663TK-12088E 
4042;;Pieza Final;1;;;;;;;;;;FUN-2HT-116-HOA
4043;4042;Insumo;1; CORTE 2HT857116 HOA IP DECORATIVE TRIM W;;;;;;1; UN   ;; COR-2HT-116-HOA
4044;4042;Insumo;2; HILO FLINT GRAY 30/3 16-5803            ;;;;;;0.000332; KG   ;; FX284-12088E   
4045;4042;Insumo;3; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;;;;;;0.00018; KG   ;; FX663TK-12088E 
4046;;Pieza Final;1;;VWA;;;;;;;;FUN-2HT-116-YZM
4047;4046;Insumo;1; CORTE 2HT857116 YZM IP DECORATIVE TRIM W;VWA;;;;;1; UN   ;; COR-2HT-116-YZM
4048;4046;Insumo;2; HILO FLINT GRAY 30/3 16-5803            ;VWA;;;;;0.000332; KG   ;; FX284-12088E   
4049;4046;Insumo;3; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;VWA;;;;;0.00018; KG   ;; FX663TK-12088E 
4050;;Pieza Final;1;;VWA;;;;;;;;FUN-2HT-761-SMC
4051;4050;Insumo;1; HILO SATINSCHWARTZ CALORA 30/3          ;VWA;;;;;9.1; MTS  ;; 583650.X-9224  
4052;4050;Insumo;2; CINTA POLIESTER                         ;VWA;;;;;1; MTS  ;; CINTA 20MM-80G 
4053;4050;Insumo;3; CORTE 2HT863761 SMC TAPA CONSOLA AMAROK ;VWA;;;;;1; UN   ;; COR-2HT-761-SMC
4054;4050;Insumo;4; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;VWA;;;;;0.000946; KG   ;; FX663TK-12088E 
4055;;Pieza Final;1;;;;;;;;;;FUN-2HT-900-9NY
4056;4055;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
4057;4055;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
4058;4055;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
4059;4055;Insumo;4; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;6.74; MTS  ;; 583650.X-9224  
4060;4055;Insumo;5; CORTE 2HT885900 9NY APC AMAROK CENTRAL  ;;;;;;1; UN   ;; COR-2HT-900-9NY
4061;;Pieza Final;1;;;;;;;;;;FUN-2HT-900A-OH
4062;4061;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
4063;4061;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
4064;4061;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
4065;4061;Insumo;4; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;6.74; MTS  ;; 583650.X-9224  
4066;4061;Insumo;5; CORTE 2HT885900A OHE APC AMAROK CENTRAL ;;;;;;1; UN   ;; COR-2HT-900A-OH
4067;4061;Insumo;6; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;;;;;;0.00031; KG   ;; FX663TK-12088E 
4068;;Pieza Final;1;;;;;;;;;;FUN-2HT-900B-YZ
4069;4068;Insumo;1; Perfil S L120 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071474X       
4070;4068;Insumo;2; Perfil S L140 x W13.2 mm (RPU)          ;;;;;;1; UN   ;; 1071475X       
4071;4068;Insumo;3; Perfil S L50 x W13.2 mm (RPU)           ;;;;;;2; UN   ;; 1071476X       
4072;4068;Insumo;4; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;6.74; MTS  ;; 583650.X-9224  
4073;4068;Insumo;5; CORTE 2HT885900B YZM APC AMAROK CENTRAL ;;;;;;1; UN   ;; COR-2HT-900B-YZ
4074;4068;Insumo;6; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;;;;;;0.00031; KG   ;; FX663TK-12088E 
4075;;Pieza Final;1;;;;;;;;;;FUN-2HT-901-9NY
4076;4075;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
4077;4075;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
4078;4075;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
4079;4075;Insumo;4; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;5.49; MTS  ;; 583650.X-9224  
4080;4075;Insumo;5; CORTE 2HT885901 9NY APC AMAROK LATERAL  ;;;;;;1; UN   ;; COR-2HT-901-9NY
4081;;Pieza Final;1;;;;;;;;;;FUN-2HT-901A-OH
4082;4081;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
4083;4081;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
4084;4081;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
4085;4081;Insumo;4; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;5.49; MTS  ;; 583650.X-9224  
4086;4081;Insumo;5; CORTE 2HT885901A OHE APC AMAROK LATERAL ;;;;;;1; UN   ;; COR-2HT-901A-OH
4087;4081;Insumo;6; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;;;;;;0.000245; KG   ;; FX663TK-12088E 
4088;;Pieza Final;1;;;;;;;;;;FUN-2HT-901B-YZ
4089;4088;Insumo;1; Perfil J L40 x W21,2 mm (RPU)           ;;;;;;2; UN   ;; 1093000X       
4090;4088;Insumo;2; Perfil J L140 x W21,2 mm (RPU)          ;;;;;;1; UN   ;; 1094904X       
4091;4088;Insumo;3; Perfil Plano L220 x W12 mm (RPU)        ;;;;;;1; UN   ;; 1109900X       
4092;4088;Insumo;4; HILO SATINSCHWARTZ CALORA 30/3          ;;;;;;5.49; MTS  ;; 583650.X-9224  
4093;4088;Insumo;5; CORTE 2HT885901B YZM                    ;;;;;;1; UN   ;; COR-2HT-901B-YZ
4094;4088;Insumo;6; HILO FLINT GREY 15/3 PANTONE 16-5803TPG ;;;;;;0.000245; KG   ;; FX663TK-12088E 
4095;;Pieza Final;1;;;;;;;;;;FUN-4055       
